"","ASVID","mh_rhizo_prev","mh_rhizo_RA.mean","mh_rhizo_log.mean","mh_rhizo_filtN","mh_rhizo_ra","mh_rhizo_prevN","mh_rhizo_condition","mh_root_prev","mh_root_RA.mean","mh_root_log.mean","mh_root_filtN","mh_root_ra","mh_root_prevN","mh_root_condition","kit_rhizo_prev","kit_rhizo_RA.mean","kit_rhizo_log.mean","kit_rhizo_filtN","kit_rhizo_ra","kit_rhizo_prevN","kit_rhizo_condition","kit_root_prev","kit_root_RA.mean","kit_root_log.mean","kit_root_filtN","kit_root_ra","kit_root_prevN","kit_root_condition","Kingdom","Phylum","Class","Order","Family","Genus"
"449","ASV_623",1,0.000555333634114437,-3.25544602242524,"Retain","Discard","Retain","Only_prevN_pass",1,0.000409611549542653,-3.38762780634881,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.833333333333333,7.41598237640687e-05,-4.12983131093453,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Ancalomicrobiaceae","Ancalomicrobium"
"450","ASV_624",0.166666666666667,5.90404161168528e-06,-5.22885059026672,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfobacteria","Desulfatiglandales","Desulfatiglandaceae","Desulfatiglans"
"451","ASV_625",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.00106672386697248,-2.97194798785807,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000147534149262955,-3.83110744327967,"Retain","Discard","Discard","Both_Fail","Bacteria","Actinobacteriota","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonospora"
"452","ASV_627",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000238756657619376,-3.62204450947387,"Retain","Discard","Retain","Only_prevN_pass",0.333333333333333,0.000151186378074573,-3.82048733709904,"Retain","Discard","Discard","Both_Fail",1,0.000511813947428687,-3.29088788333984,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae",NA
"453","ASV_629",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,5.77560614986543e-06,-5.23840242983801,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000379070302535398,-3.42128023812751,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000288451845809458,-3.53992667763738,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"454","ASV_634",0.833333333333333,0.00149079412471591,-2.82658232748815,"Retain","Discard","Discard","Both_Fail",0.166666666666667,8.10596112381045e-06,-5.09119548346567,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000211505957159094,-3.67467739601997,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000177384514701162,-3.75108429585364,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Aeromonadaceae","Tolumonas"
"455","ASV_636",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales",NA,NA
"456","ASV_638",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000185703459474774,-3.7311800057012,"Retain","Discard","Discard","Both_Fail",0.5,0.000147379585765165,-3.83156266846838,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Marinilabiliaceae","[Cytophaga] xylanolytica group"
"457","ASV_639",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000630224530382271,-3.20050469668356,"Retain","Discard","Retain","Only_prevN_pass",0.333333333333333,8.83430638485418e-05,-4.0538275429377,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Peptostreptococcales-Tissierellales","Anaerovoracaceae","Anaerovorax"
"458","ASV_641",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000151557216447518,-3.81942337972711,"Retain","Discard","Discard","Both_Fail",1,0.000377836462500192,-3.42269613350122,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","Methylotenera"
"459","ASV_645",0.5,0.000149221891335132,-3.82616745978131,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000555143872623394,-3.25559444932941,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"460","ASV_647",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.00017769438230687,-3.75032630191722,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfuromonadia","Desulfuromonadales","Desulfuromonadaceae","Desulfuromonas"
"461","ASV_648",0.166666666666667,0.00119245872653632,-2.92355664385827,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000142462191558752,-3.84630037899642,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000147156232004136,-3.83222134098743,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 10"
"462","ASV_650",0.5,9.13495862496791e-05,-4.03929341536003,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000128974945486832,-3.8894946470156,"Retain","Discard","Discard","Both_Fail",0.333333333333333,9.7299075280847e-05,-4.01189128719654,"Retain","Discard","Discard","Both_Fail",0.666666666666667,9.5850461776216e-05,-4.01840579049192,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Ferrovibrionales","Ferrovibrionaceae","Ferrovibrio"
"463","ASV_652",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","MND1"
"464","ASV_654",0.166666666666667,9.44646657869645e-05,-4.02473060761079,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","TRA3-20",NA
"465","ASV_656",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","[Polyangium] brachysporum group"
"466","ASV_658",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Hydrogenophilaceae","Thiobacillus"
"467","ASV_659",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000329998741995958,-3.48148771571379,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000109396743074685,-3.9609956074884,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Variovorax"
"468","ASV_660",0.166666666666667,2.36161664467411e-05,-4.62679059893876,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Rhodocyclaceae","Propionivibrio"
"469","ASV_661",1,0.00318898441957404,-2.49634760258506,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,3.17790213968151e-06,-5.497859480587,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Acidobacteriota","Acidobacteriae","Paludibaculum",NA,NA
"470","ASV_663",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,6.134458568305e-05,-4.21222376238669,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Myxococcota","Myxococcia","Myxococcales","Anaeromyxobacteraceae","Anaeromyxobacter"
"471","ASV_664",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000644718856822984,-3.19062962730029,"Retain","Discard","Retain","Only_prevN_pass",0.5,2.02491433911261e-05,-4.69359334422096,"Retain","Discard","Discard","Both_Fail","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"472","ASV_666",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000600524194954451,-3.22146949030349,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"473","ASV_667",0.333333333333333,0.000160784900312452,-3.79375473928717,"Retain","Discard","Discard","Both_Fail",0.5,0.000251250481220408,-3.59989309776581,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,7.20564922899553e-05,-4.14232688315426,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Pleomorphomonadaceae","Pleomorphomonas"
"474","ASV_669",0.666666666666667,0.000716156624111529,-3.14499198670234,"Retain","Discard","Discard","Both_Fail",0.333333333333333,4.04010136943435e-05,-4.39360773795037,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000311471286795061,-3.50658198290922,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Paludibacteraceae","Paludibacter"
"475","ASV_671",0.833333333333333,0.00121456983717233,-2.91557750842033,"Retain","Discard","Discard","Both_Fail",0.5,0.000154597751148431,-3.81079682782345,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"476","ASV_672",1,0.00124366252024017,-2.90529745363366,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"477","ASV_673",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000318582847328539,-3.4967776105534,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Pseudopelobacteraceae","Pseudopelobacter"
"478","ASV_674",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA
"479","ASV_675",0.833333333333333,0.00101707723036656,-2.99264606826844,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000102635357691179,-3.9887029998005,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000165623393979941,-3.78087831997364,"Retain","Discard","Discard","Both_Fail",0.5,0.000130086995305475,-3.88576611734593,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Methylophilaceae","MM2"
"480","ASV_677",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,8.862583503784e-05,-4.0524396598414,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 12"
"481","ASV_678",0.333333333333333,6.97435182588931e-05,-4.15649614812891,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000151317412857476,-3.8201110926458,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA
"482","ASV_680",0.333333333333333,4.14517661545379e-05,-4.38245696053399,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"483","ASV_681",0.333333333333333,7.49491602450015e-05,-4.1252332287664,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000411091433230439,-3.38606157342523,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"484","ASV_683",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Nitrospirota","Nitrospiria","Nitrospirales","Nitrospiraceae","Nitrospira"
"485","ASV_685",0.166666666666667,1.02798166080717e-05,-4.98801463308519,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae",NA
"486","ASV_686",0.833333333333333,0.000991860709732298,-3.00354931296887,"Retain","Discard","Discard","Both_Fail",0.166666666666667,6.0643864573587e-05,-4.21721313076807,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Spirochaetota","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta 2"
"487","ASV_687",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.5,0.000432804400926072,-3.36370833180123,"Retain","Discard","Discard","Both_Fail",0.166666666666667,3.28053104666056e-05,-4.48405584776202,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum"
"488","ASV_691",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000273305414974111,-3.56335176358696,"Retain","Discard","Retain","Only_prevN_pass",0.833333333333333,9.32618155797933e-05,-4.03029613414626,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfuromonadia","Geobacterales","Geobacteraceae","Geobacter"
"489","ASV_693",1,0.00117143490585744,-2.93128183921585,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,5.89860949060184e-05,-4.22925035475314,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Elusimicrobiota","Elusimicrobia","Lineage IV",NA,NA
"490","ASV_696",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000780468122357452,-3.10764483067585,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,7.13158923187079e-06,-5.14681367944359,"Retain","Discard","Discard","Both_Fail","Bacteria","Actinobacteriota","Coriobacteriia","OPB41",NA,NA
"491","ASV_697",0.166666666666667,3.2472228864269e-05,-4.48848790077248,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"492","ASV_699",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,8.11726456728571e-05,-4.09059029877359,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Noviherbaspirillum"
"493","ASV_700",0.833333333333333,0.000811847552630281,-3.09052551419132,"Retain","Discard","Discard","Both_Fail",0.5,0.000256131545699255,-3.59153692961665,"Retain","Discard","Discard","Both_Fail",0.166666666666667,9.52078705172961e-05,-4.02132714845434,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Hylemonella"
"494","ASV_702",0.166666666666667,2.95202080584264e-05,-4.5298805859307,"Retain","Discard","Discard","Both_Fail",1,0.00100055016307936,-2.99976113291239,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae",NA
"495","ASV_704",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Acidobacteriota","Holophagae","Holophagales","Holophagaceae",NA
"496","ASV_707",0.5,8.95855167347224e-05,-4.04776219692955,"Retain","Discard","Discard","Both_Fail",1,0.000138348315214779,-3.85902612526448,"Retain","Discard","Retain","Only_prevN_pass",0.166666666666667,3.17359568390987e-05,-4.498448403174,"Retain","Discard","Discard","Both_Fail",0.833333333333333,0.000420809568305392,-3.3759143938187,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Ciceribacter"
"497","ASV_708",1,0.00205510567447931,-2.68716584159167,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000312185823642079,-3.50558682213781,"Retain","Discard","Discard","Both_Fail",0.333333333333333,7.70157176104837e-05,-4.1134206335949,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"498","ASV_711",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,3.81348256761781e-05,-4.41867823453938,"Retain","Discard","Discard","Both_Fail",0.5,0.000223072588056672,-3.65155379406915,"Retain","Discard","Discard","Both_Fail",1,0.000494567127604425,-3.30577475326879,"Retain","Discard","Retain","Only_prevN_pass","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Xanthobacteraceae","Azorhizobium"
"499","ASV_712",0.333333333333333,0.000168317644760811,-3.77387035449011,"Retain","Discard","Discard","Both_Fail",0.5,5.85488068562529e-05,-4.23248195082262,"Retain","Discard","Discard","Both_Fail",0.5,0.000126420378345357,-3.89818291426886,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000125475196305123,-3.9014421161945,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Desulfovibrionia","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"500","ASV_715",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","CCD24",NA,NA
"501","ASV_717",0.333333333333333,0.000232317009232367,-3.63391899189873,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",1,0.000444008449668374,-3.35260876499927,"Retain","Discard","Retain","Only_prevN_pass",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"502","ASV_722",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Nitrosomonadaceae","GOUTA6"
"503","ASV_724",0.666666666666667,0.00029237377946072,-3.53406157817836,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Acidobacteriota","Acidobacteriae","Solibacterales","Solibacteraceae","Candidatus Solibacter"
"504","ASV_729",0.166666666666667,4.42803120876396e-06,-5.35378932687502,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Desulfobacterota","Syntrophorhabdia","Syntrophorhabdales","Syntrophorhabdaceae","Syntrophorhabdus"
"505","ASV_730",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.166666666666667,1.23831035029323e-05,-4.90717049705385,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Bacteroidetes vadinHA17",NA
"506","ASV_731",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Myxococcota","Polyangia","Polyangiales","Polyangiaceae","Labilithrix"
"507","ASV_734",0.333333333333333,0.000501425487294229,-3.29979359476966,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.666666666666667,0.000187762577436471,-3.72639096176293,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae",NA
"508","ASV_735",0.166666666666667,7.3800520146066e-05,-4.13194057725866,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,0.000149360095772777,-3.8257654165803,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Verrucomicrobiota","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"509","ASV_738",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"510","ASV_739",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Firmicutes","Clostridia","Clostridiales","Clostridiaceae","Clostridium sensu stricto 1"
"511","ASV_744",0.333333333333333,0.000269033706664043,-3.57019330475172,"Retain","Discard","Discard","Both_Fail",0.5,0.000169318746366924,-3.77129495569497,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0.333333333333333,3.85306719066525e-05,-4.41419341759465,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"512","ASV_745",0.166666666666667,1.18080832233706e-05,-4.92782059460274,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Acidobacteriota","Acidobacteriae","GOUTB8",NA,NA
"513","ASV_749",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Bacteroidota","Kryptonia","Kryptoniales","BSV26",NA
"514","ASV_752",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"515","ASV_754",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Methyloligellaceae",NA
"516","ASV_757",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail",0,0,-Inf,"Retain","Discard","Discard","Both_Fail","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae",NA
